hgnc_symbol	Six1KD5	Scramble	Scramble.1	Six1KD6	Scramble.2	Six1KD5.1	Scramble.3	Six1KD5.2	Six1KD6.1
DNAJC9	0.187319121	0.427239415	0.418497955	1.51371003	0.965890828	-0.671345957	-1.854572338	-0.548157369	-0.438581684
DNAL1	-1.103314958	-0.250251283	-0.802498673	1.14361739	0.35985598	-0.691555606	-0.137366221	-0.49296728	1.974480651
DNAL4	0.392853159	1.488566765	-1.28293592	-1.530674161	0.089039319	-0.087554115	1.017366626	-0.584885876	0.498224201
DNALI1	0.155484873	2.177652954	-0.566758798	-0.74435971	-0.078180153	-0.288436281	-0.203370085	0.80488886	-1.25692166
DNASE1	-0.441119397	-0.11124872	-1.626947095	0.588536498	-1.379157016	0.576625214	0.977909728	0.156725125	1.258675664
DNASE1L1	-0.16955754	1.779186019	-0.699165818	-0.512724923	-0.194999672	-0.361597297	0.519134913	-1.512588561	1.152312879
DNASE1L2	-0.561489663	-0.09874271	1.577260637	-0.234733377	-1.571608063	-0.7476938	0.611634347	-0.262987377	1.288360006
DNASE2	0.869116685	1.226267028	0.155376406	-0.117189337	-0.552192456	0.32720109	-1.848526261	-0.997549343	0.937496189
DNER	-0.816631534	-1.89596103	-0.018542927	0.854471799	0.561553539	-0.242702468	0.134107448	-0.183211359	1.606916532
DNHD1	-1.185667135	1.606576136	-0.085704462	-0.704821673	-1.193773166	0.334987996	0.748729025	1.044832915	-0.565159636
DNLZ	-0.159470617	-1.723028635	1.002097811	0.930702123	-1.572590675	0.583762925	0.177537722	0.365622493	0.395366852
DNM1	-0.586450033	2.358305156	-0.010973656	0.476016077	-0.254511884	-0.75419245	-0.054264964	-1.107627365	-0.066300881
DNM1L	0.420878021	-0.575595746	0.740609198	-0.213069412	0.527838256	0.165038922	0.400911806	0.903092251	-2.369703296
DNM2	-1.730238965	-0.119003817	1.827930912	0.492488414	-0.653761923	-0.584948267	0.689209813	-0.244200355	0.322524189
DNM3	0.067787326	-2.109954967	0.383576412	0.602280596	0.006330093	1.025750354	-1.043194955	0.131553182	0.935871959
DNM3OS	0.500386809	2.038597256	0.288256296	-0.147312017	0.080386029	0.275307026	-0.8915581	-1.467825983	-0.676237318
DNMBP	-0.368174924	-2.043618309	-0.08853839	0.532337134	-0.247928181	-0.266891055	1.413255281	1.124220578	-0.054662134
DNMT1	-0.711913104	0.499815575	1.524796473	0.827039461	0.447866953	-1.007201158	0.405352033	-0.328272065	-1.657484168
DNMT3A	-0.348960981	1.439507766	-0.485716856	-0.505876417	0.999481815	-0.858644444	0.796562594	-1.615093189	0.578739712
DNMT3B	0.953221165	1.34148533	0.009605054	-0.854299857	0.236242077	1.110480749	-1.596002079	-0.649286429	-0.55144601
DNPEP	0.653623972	0.346897659	-2.291680857	-0.414531359	-0.350549136	-0.212969553	0.601763457	1.066373457	0.601072361
DNPH1	0.694680789	1.723721913	-1.529073208	-0.712915867	0.508413528	0.671915463	-0.397083204	-0.910981995	-0.048677418
DNTTIP1	-0.294976762	-1.689624025	-0.57707367	-0.180112442	0.095593417	-0.308776326	1.957529904	0.858481973	0.138957931
DNTTIP2	-0.678822733	-1.412698832	0.343844129	0.624528238	0.555991194	-1.086896677	1.391761167	1.018093406	-0.755799892
DOCK1	0.229777582	1.986941798	0.675541689	-0.033785344	-0.336493216	-0.210204746	0.121079846	-0.763497015	-1.669360594
DOCK10	-0.391297476	-0.624161598	1.574116718	0.449611011	-1.007330541	0.156674194	0.39566322	-1.58592138	1.032645852
DOCK11	-0.261555817	-0.430675243	1.81018511	0.41395095	-0.333285525	0.503372163	-0.605700465	-1.765872746	0.669581574
DOCK2	-0.618480624	-2.095392233	0.777773287	-0.512173787	1.227273876	0.126151389	0.479785832	0.764750583	-0.149688322
DOCK3	0.351607304	-2.555484235	-0.1551174	0.243399941	0.408016496	0.262669544	0.601879305	0.81488919	0.028139855
DOCK4	-1.104919674	-0.302871348	0.847582342	1.1020655	0.535240511	-0.973304576	0.530829544	-1.549691028	0.915068729
DOCK5	0.741756085	0.148628262	-2.038187504	-0.227609932	0.739216893	-0.121656165	-0.285218678	1.530273057	-0.487202018
DOCK6	0.464949153	1.734539517	-1.293960135	0.246736952	-1.29732648	0.288937554	0.351324932	-0.964329644	0.469128151
DOCK7	-0.168829958	1.09543989	0.835977671	-1.2358706	1.128025327	-0.645497247	0.711219044	-0.200560056	-1.519904071
DOCK8	-0.200783778	-1.502312555	1.829806893	-0.566893587	-0.255321867	0.599746821	-0.643122335	-0.309425501	1.048305907
DOCK9	0.336184781	1.073470395	-1.003063508	0.069035686	-0.701799777	-0.234555791	1.78473726	-1.408466969	0.084457924
DOHH	-0.577005933	-2.370023295	0.687700765	0.337143568	0.019879373	-0.121827175	0.869808482	0.464424435	0.689899779
DOK1	1.100022385	1.123203392	-0.485803562	-1.030448524	0.255673244	0.528721677	0.707469456	-0.403839147	-1.794998921
DOK3	-0.791178186	-1.815897699	0.808521087	0.927511366	-0.801915702	-0.455132007	0.550274121	0.501854404	1.075962617
DOK4	0.327947355	1.279110336	0.980545157	-0.861238415	0.967703121	0.444210502	-1.314166456	-0.792411483	-1.031700118
DOK6	-0.177231411	1.583126885	0.783103861	-0.579696733	0.867246788	0.144159238	0.058290331	-1.067301038	-1.61169792
DOK7	0.51364588	-1.916618353	-1.002432139	0.828628963	-0.310150168	1.04963011	-0.415285896	0.297363269	0.955218334
DOLK	0.518348284	-1.409122444	-1.637630694	0.162048438	0.530842005	-0.122661687	-0.012180678	0.35293848	1.617418297
DOLPP1	-0.200853849	0.563972147	1.5040601	-0.247813898	0.78272107	-0.801462557	0.779390348	-0.631746429	-1.748266932
DONSON	1.20105491	1.428423661	-0.404207384	-0.189560314	0.537637242	-0.449075261	-1.555247529	-1.073925116	0.504899791
DOP1A	-0.147636747	-1.337391379	1.54468989	0.433709348	-0.080923997	0.414578981	0.8191651	0.01684143	-1.663032626
DOP1B	-0.321735901	0.280544718	-2.221223884	0.867708763	0.01640325	-0.374402145	-0.168497132	0.719064293	1.202138037
DOT1L	-1.328519862	0.894831324	-0.227648082	-0.114917053	-0.341481703	-1.104833064	0.684243002	1.86017266	-0.321847223
DPAGT1	1.740330837	1.585400119	-0.923019273	-0.876737872	-0.794482418	-0.328701908	-0.279413244	0.016386514	-0.139762756
DPCD	0.132561895	-0.393173644	-1.665488119	0.56087306	0.378911642	-1.263480764	0.538877997	0.066331185	1.644586748
DPF1	0.112114972	-1.758599406	-0.101450698	-0.802041424	1.984038958	0.252812711	0.466275497	9.37E-06	-0.153159981
DPF2	-1.192064539	-0.580769797	0.477854832	0.81071928	-0.074569194	-1.143608678	1.999324681	-0.122887337	-0.173999248
DPF3	-0.555430053	-0.939319339	-0.811337342	-0.224034813	0.805661212	-0.921227197	1.892761575	0.983493492	-0.230567535
DPH1	-0.331711062	-0.377000527	-0.41739722	-1.231649916	0.340478897	0.309815647	2.37108524	-0.296433046	-0.367188015
DPH2	-0.727076818	-1.346171336	-0.137880155	-0.650050406	0.891262642	-0.87591013	1.592872675	1.035040275	0.217913253
DPH3	0.117876417	-1.220077173	1.181464313	0.027180441	0.034836379	0.209268487	-0.981100048	-1.0801739	1.710725084
DPH5	-0.09337148	2.096849926	-0.572605547	-0.883567949	0.362425913	-0.689517004	0.921053183	-0.134994747	-1.006272294
DPH6	0.418890488	1.298120593	-0.186205839	0.187328765	1.504248701	0.074969392	-1.135390103	-1.376881251	-0.785080746
DPH6-DT	0.62887244	0.401275645	0.537610343	-2.436980389	0.187532294	0.45016256	0.517442962	0.435472345	-0.721388201
DPH7	-0.686462575	-0.979496427	0.279822218	-1.160705143	0.834886923	0.144115397	-0.9755483	1.618037747	0.925350162
DPM1	0.209605325	1.16479635	-0.52343723	-0.133511908	0.009738953	-1.819052105	0.823976465	1.202501742	-0.934617592
DPM2	0.119434022	-0.502377313	-0.312512472	-0.190319924	-0.208590726	-0.608896631	0.627229842	-1.224490226	2.300523428
DPM3	0.008365851	1.672445766	-0.55823612	-0.35195249	-0.235577516	-0.417486043	0.622984846	-1.762258613	1.021714319
DPP3	-0.276147118	-2.138757569	0.423488327	0.59102977	1.162992439	-0.053958534	-0.729694546	0.056863785	0.964183447
DPP7	-0.19987602	0.688420197	-1.577525518	-0.067476951	-0.400846822	0.488529174	0.01815597	-0.896206385	1.946826355
DPP8	-0.542686966	-1.992079778	-0.160820504	0.89315038	-0.415006834	0.097536323	0.89574822	1.380238573	-0.156079414
DPP9	-0.633359972	-1.901936286	1.026876664	-0.474380938	0.404619792	-0.761395883	1.014186483	0.502015341	0.823374799
DPY19L1	0.827319721	0.689675438	0.889609832	0.42228726	0.906788419	0.124274525	-1.150453654	-1.492963259	-1.216538281
DPY19L1P1	-0.005068802	1.692610757	0.290041423	-0.749810997	0.406442386	0.207557965	-0.051548808	0.261460285	-2.051684208
DPY19L2P2	-0.00964386	-1.35563011	-0.555540719	-0.02659833	-0.721285357	-0.161899865	1.235732651	1.917152313	-0.322286724
DPY19L3	0.979941989	1.265602602	-1.740557837	0.094790814	0.337327243	0.914192509	-0.705815345	-0.188254658	-0.957227318
DPY19L4	1.136293185	0.631184652	0.436148357	-0.602926839	0.835692492	0.800553145	-1.394713289	-0.298501882	-1.54372982
DPY30	0.433426263	2.236930613	0.281941667	-0.703584478	0.005460425	-0.065921857	-0.710836234	-1.301166027	-0.176250372
DPYD	-0.239768989	1.872843671	0.967366841	-1.558815283	0.340706648	-0.227945615	-0.491002301	0.137402616	-0.800787588
DPYSL2	-0.647983676	0.353997816	1.191367167	0.760099663	0.904337969	-0.571904628	-1.633473951	-1.067329677	0.710889317
DPYSL4	-1.06016496	0.117780634	-1.162202337	0.418881931	0.663815258	-0.944264356	-0.009464661	-0.025130035	2.000748526
DPYSL5	-0.755392623	1.054349039	1.192500115	-1.287498136	1.318079792	-0.384602418	0.404574599	-0.761254302	-0.780756065
DQX1	-0.051279334	-0.375289109	-0.63362286	-0.496782433	-0.152427507	-1.626325326	1.3569713	1.598057465	0.380697805
DR1	-1.184100204	-0.597734454	1.427032731	-0.524360141	0.519636845	0.0392792	1.59020459	-0.233400568	-1.036557999
DRAIC	-0.250413441	-0.065425439	1.025346996	0.971011847	-0.406193027	1.497800069	-0.225408623	-1.617392636	-0.929325746
DRAM1	0.248359815	-1.90493917	1.536841839	0.368711823	-0.445086787	-0.052472247	-0.926454096	0.41122134	0.763817483
DRAM2	0.047081584	2.26992446	0.07787047	-0.978079035	0.129309094	-0.287326351	0.463622143	-1.067315399	-0.655086966
DRAP1	-0.484708268	-1.145300613	-1.591752645	-0.188051038	0.863814844	-0.236414075	1.504538118	0.606367585	0.671506091
DRAXIN	-0.833057001	0.229197978	1.360568174	0.23181966	0.460442402	-0.163915405	0.354117568	-2.168823289	0.529649914
DRC3	-1.702586511	-0.661035099	1.926157043	0.793533566	-0.325264143	0.383275862	-0.12746743	-0.058346025	-0.228267262
DRD2	-0.01961284	-0.602592917	0.096446416	0.934413747	-0.789177407	-0.441696555	1.272947887	-1.676948642	1.226220313
DRD4	-1.999494808	0.08563055	0.947701297	-0.360990641	-1.109459144	0.205574314	0.873803372	0.7438084	0.613426661
DRG1	-0.581717174	-1.899268459	-0.046492429	0.474359341	0.669418527	-0.739234747	1.414643385	0.892923364	-0.184631808
DRG2	0.095851395	0.499507611	-1.520862513	-1.285232225	0.893964402	-0.709254435	0.909788929	-0.157261747	1.273498584
DRGX	-0.412660066	-1.767112181	0.305554588	-0.265877897	0.765825566	-1.246835009	1.089993141	0.62125	0.909861858
DROSHA	-0.45259515	-0.999453766	-1.369696303	0.490260359	0.989409748	-1.082409266	0.731468523	1.376171786	0.316844071
DRP2	-0.299547913	-0.863653262	-0.685872082	1.919469081	-0.774442377	0.496011956	-0.744622355	-0.283790951	1.236447903
DSCAM	1.028034863	1.808877283	-0.669013918	-0.802919215	-1.437935668	0.498615427	0.149541648	-0.094233186	-0.480967234
DSCAML1	-0.317228103	0.928812815	0.724226805	0.117146939	-2.232888179	0.042663934	0.13917921	1.109170055	-0.511083477
DSCC1	1.091372423	2.015269506	-0.664509472	-0.586721124	0.471487647	-0.318811965	-1.106502784	-0.391364053	-0.510220179
DSCR10	0.151544086	2.053908107	0.382822986	-0.326856264	-1.722351286	-0.232434473	0.364712158	-0.586890156	-0.084455158
DSCR4	0.196898887	-2.106442168	0.189810908	1.400303547	0.65822267	-0.288469961	-0.741942199	0.013291609	0.678326707
DSCR8	0.301878067	1.844354122	-0.89724949	0.704345365	-1.163039414	0.16450764	-0.354860683	-1.171878795	0.571943187
DSE	0.178980133	1.012019139	1.842948372	0.13082145	-0.585780274	-0.048021574	-0.812948866	-0.135100915	-1.582917466
DSN1	0.878727992	0.788854828	0.675529998	0.160450354	0.063610064	0.99967171	-1.66596406	-1.469073259	-0.431807627
DSP	-0.186365827	-2.491997987	0.169747411	0.704475109	-0.174370175	0.508159481	0.126034046	0.777048161	0.567269783
DST	-1.245629846	-1.882673811	0.489545906	0.917742363	-0.57257052	0.37435281	0.437493839	0.920988849	0.560750411
DSTN	-0.155673156	-0.244108956	1.370420826	1.321465222	0.531866675	0.046612745	-1.661711434	-1.111795622	-0.0970763
DSTNP1	-0.06581071	-2.458584742	0.669297437	0.649037697	0.700878729	0.500131558	-0.358850429	-0.087746872	0.451647333
DSTNP2	1.035629309	1.131847145	-0.420713406	-0.319423898	-0.154863122	0.853504893	-1.890274762	-0.829889602	0.594183443
DSTYK	-1.096870489	-1.178414925	1.289617192	1.507280517	-0.814894781	-0.512288937	-0.154098169	0.303081062	0.65658853
DTD1	0.15452607	0.728037077	-0.709404848	-1.302779057	2.144877261	0.202364753	-0.378648909	-0.65275956	-0.186212788
DTD2	1.094863192	-0.022531645	-1.6195762	-0.815163039	1.648118232	-0.499891585	0.050592859	0.597120969	-0.433532784
DTL	1.084319129	-0.096836186	-1.107351486	0.998098177	1.233534701	-1.441587818	0.430529836	-0.232917337	-0.867789016
DTNA	-0.118373999	0.79125316	1.16137283	1.006424425	-1.764690685	-0.030521446	-0.098220711	-1.317683924	0.370440351
DTNB	0.290434846	2.302347547	-0.094017581	0.38443014	-0.154542019	-0.223053867	-0.458840219	-1.222673224	-0.824085622
DTNBP1	1.191463304	-0.940156202	1.374140031	-0.241666292	-0.923610127	1.187605911	-0.912476718	-0.80551288	0.070212973
DTWD1	-1.52088559	1.621593629	0.851118072	-0.405384227	0.651043487	-0.530976441	0.691825468	-0.85473845	-0.503595948
DTWD2	0.09567487	-1.849283349	-0.027277707	0.129625432	1.560476614	0.9653228	-1.034061494	0.308353058	-0.148830223
DTX2	-0.173643738	1.050159963	2.150546262	-0.267405195	-0.737240741	0.109246345	-0.629426962	-0.964030822	-0.538205112
DTX3	0.367863618	1.559845172	0.877630314	0.184894592	-0.618589248	0.21623737	0.27799504	-1.349809492	-1.516067364
DTX3L	0.178008093	-0.563787532	-1.547246849	0.176243879	-1.07557553	-0.32288856	1.455368495	1.297941351	0.401936652
DTX4	0.675530047	-0.519241674	-1.552427085	0.478187631	-1.472584868	0.848675201	-0.259205928	0.730990004	1.070076673
DTYMK	1.098725857	1.224779398	-1.140549527	-1.71919669	0.158429381	0.060722348	0.825019987	-0.568436804	0.060506051
DUBR	0.974646456	-0.425854989	-0.668307057	0.594205289	0.391872715	1.541610176	-1.832021456	-0.196988443	-0.379162689
DUS1L	0.841625639	-0.632526189	-1.841376336	-0.719564135	-0.137211725	0.514964453	-0.14362713	1.525834178	0.591881246
DUS2	0.269952206	0.76659956	-2.245301785	-0.485738894	0.227458408	-0.604620057	1.051531022	0.413141319	0.606978222
DUS3L	0.078179366	-1.547561174	-1.249220159	-0.241581719	0.51833068	-0.55631066	1.39020229	1.101006883	0.506954494
DUS4L	-0.588036796	0.588068274	-1.480131419	-0.819808769	0.710259284	-0.571791702	1.751694938	0.685350913	-0.275604723
DUSP1	-1.390188064	-0.232624605	0.615364196	-0.435636428	-1.062720294	-0.729993922	1.140115183	1.426482294	0.66920164
DUSP10	-0.869379668	-0.24721354	1.048423106	0.675551854	-1.276296786	-1.535208335	0.853739075	0.652108128	0.698276166
DUSP11	-0.292983498	-0.20493837	2.046746732	-0.946913166	0.36677934	-0.028737711	0.895125545	-0.629455863	-1.205623009
DUSP12	-0.633803009	-1.835215708	0.560949145	0.166611155	0.589381999	-0.578804567	1.698175045	0.417061492	-0.384355552
DUSP13	0.883978318	1.028120776	0.34486472	-0.711420382	-1.149666549	0.747663878	-0.432425412	-1.623613403	0.912498054
DUSP14	0.677171762	-1.177561683	0.507206975	-1.015095202	0.132694574	0.376603519	-1.588456534	0.989951551	1.097485039
DUSP16	-0.325917403	-1.296192176	0.120294104	0.15015192	-1.188876881	-0.238309925	0.934506597	1.954722854	-0.11037909
DUSP18	0.523052005	-0.215976504	-1.329294263	-1.060677078	0.89683015	0.785852389	1.608821234	-0.757879721	-0.450728212
DUSP19	-0.078602153	0.462412769	1.555911816	-0.51410858	0.443366481	0.310424787	-0.163421231	-2.179121211	0.163137323
DUSP2	0.380625319	0.959599114	-1.598349106	0.865243069	-1.315762101	-0.25540391	-0.387317855	1.296713319	0.054652151
DUSP22	0.000571096	0.741145447	1.18319182	-0.30157376	-0.024405973	0.760385564	-0.82071128	-2.096670124	0.558067211
DUSP23	1.503691424	1.721627541	-1.476639136	-0.168229577	-0.193678734	-0.267349954	-0.35618614	-0.241928394	-0.52130703
DUSP27	0.147605594	-2.388793173	-0.138568535	0.805792604	-0.072361454	0.697070385	-0.1528518	0.060364593	1.041741786
DUSP28	0.058198051	-1.053448628	-0.829356465	0.732314698	-1.538489686	1.013308953	0.036774145	0.076788129	1.503910804
DUSP3	-0.471778275	-1.7063244	0.795670744	1.076009675	-0.913405997	0.360718623	-0.004147035	-0.500557775	1.363814439
DUSP4	-0.281698077	-2.014175834	-0.886247436	0.244846558	-0.254385184	0.38171463	0.613385977	1.000145115	1.196414251
DUSP5	0.33783518	-1.339052159	-1.197892334	-0.996062303	-0.10552443	0.226395043	0.670426425	1.565635202	0.838239377
DUSP5P1	-0.266801115	-0.054033309	0.129114875	-2.410750516	0.943264082	0.92036708	0.545169485	0.246371467	-0.052702049
DUSP6	0.78789418	1.579832448	-0.271756526	0.084237474	-0.032259715	0.342140039	0.134787957	-0.531045033	-2.093830824
DUSP7	-0.202550563	0.04884432	-1.298834183	-0.958718088	1.198878793	-0.637526369	-0.03741081	1.872190774	0.015126127
DUSP8	-0.204137147	-1.904381647	-0.242640962	-0.470163695	-0.397257335	0.26952735	1.427662354	1.320041784	0.201349298
DUSP8P5	-0.406419679	-1.762087802	0.490328697	1.583544137	-0.202758777	0.961092233	-0.857883841	-0.264989903	0.459174936
DUT	1.251839725	1.787861049	-1.143390154	-0.304459131	0.418566466	-0.056300678	-1.149612974	-0.482322546	-0.322181757
DUX4L50	-0.322909485	-1.35220713	1.352174433	0.886876693	-0.609046132	1.30702034	-0.565578582	-0.98486871	0.288538573
DUXAP8	-1.227405254	-0.96477809	1.895158655	0.115166015	0.038060903	-0.760647082	-0.34212184	0.131477584	1.115089107
DUXAP9	-0.760943081	-1.99384852	0.60218519	-0.194530795	0.578879384	-0.280092646	-0.154609532	0.800572413	1.402387588
DVL1	-0.271560399	1.675177126	0.428180467	-1.902906201	0.775479816	-0.608981641	0.193026257	0.219500671	-0.507916096
DVL2	-0.205629525	-0.234346207	-1.280470416	-0.125036739	-0.372572011	0.829614847	2.008578501	-1.08266729	0.46252884
DVL3	0.063072361	-0.295283237	-0.230288139	1.492599442	-0.967332513	0.578943022	-0.902231415	-1.194330219	1.454850698
DXO	-0.337135671	-0.341941843	0.725247728	-0.843071621	-1.553446408	0.201783277	1.628932092	-0.543402415	1.06303486
DYM	0.091430974	2.37770626	0.433228568	-0.440206372	-0.7968793	0.236124726	-0.607970983	-0.473802415	-0.819631457
DYNC1H1	-1.424823592	-1.882115561	0.571697006	0.578218847	0.932510857	0.53231639	-0.316153691	0.554519934	0.453829808
DYNC1I1	1.243159775	-1.742645189	-0.454217678	0.314410453	-0.398668311	1.193704327	-1.054587985	0.528765884	0.370078725
DYNC1I2	0.637526685	-1.198889088	-0.992111293	-0.091849501	1.732330517	-0.946178229	1.095955914	-0.256465557	0.019680551
DYNC1I2P1	1.145178586	-1.318848228	-0.988353182	-0.185578946	1.428613783	-0.119245225	1.102815163	-0.308797815	-0.755784137
DYNC1LI1	-0.123131884	-1.88238326	1.296933469	0.486061844	1.445244675	-0.271874251	-0.155214325	-0.298014681	-0.497621587
DYNC1LI2	-1.036151771	-1.557604742	-0.407448628	0.919722458	0.106565203	0.883656244	-0.086638319	-0.409779118	1.587678673
DYNC2H1	-1.096284552	-0.390460672	1.588219697	0.196246231	1.056515476	-0.564906593	0.877857424	-1.328068946	-0.339118065
DYNC2LI1	1.083614949	2.053619435	-0.728505075	-0.740257279	0.198050059	-0.37454412	-0.332867648	-1.112306985	-0.046803335
DYNLL1	1.274406828	-0.835021766	-0.974060052	-1.246628655	0.332039656	-0.984078331	0.700700755	1.095541702	0.637099864
DYNLL2	-0.549021028	-2.122712429	0.684050636	0.771364043	0.626755481	0.44395621	-0.959649866	0.616253222	0.489003731
DYNLRB1	1.010739682	-0.677162892	-1.573701944	0.76859975	-0.739642268	0.839579852	-0.681395288	-0.242248018	1.295231128
DYNLT1	0.565769967	1.504587566	1.227450333	-0.122511824	-0.006088441	-0.547088928	-0.664716466	-1.765331286	-0.192070922
DYRK1A	-1.176739113	-1.757211987	0.907734153	0.475789385	-0.734186529	0.039880995	0.54735551	1.162034065	0.535343521
DYRK1B	0.225492929	0.023512062	1.064486607	-0.088840562	-2.163759458	0.678500754	1.040088833	-0.763757462	-0.015723703
DYRK2	-0.077366083	-1.209938928	-0.670781291	0.099237173	0.964542416	0.198427226	-0.808856671	2.039649462	-0.534913305
DYRK3	0.527231645	-0.8036069	1.53230542	0.504043166	-1.185779369	0.083614545	-1.25287203	-0.513153321	1.108216843
DYRK4	0.757916602	1.509305245	-1.110442788	-1.551883184	0.519968765	-0.685162501	-0.083315536	0.84728731	-0.203673913
DYSF	-0.129338458	-2.154170916	-0.912683147	0.247403194	0.604650232	0.336872933	1.236392035	0.117345322	0.653528803
DZANK1	-1.323186652	-0.753576681	1.819693561	0.358071121	0.386404279	-0.753448353	0.464517441	-0.902149071	0.703674355
DZIP1	1.138862435	1.830901432	-0.932396356	-0.304390056	-0.507039383	-0.177446959	-1.124726931	0.683208234	-0.606972415
DZIP1L	0.09844895	-1.690901207	-0.58256588	1.012707561	-0.473164782	1.744198194	-0.559362705	0.432279193	0.018360676
DZIP3	-0.320209951	1.093541963	0.867577964	-0.609467448	-1.342079912	0.183267267	1.532502348	-1.153654992	-0.251477238
E2F1	0.864302931	0.566225693	-1.236529252	0.365821179	-0.010840623	1.312897051	-1.560628555	-0.880276938	0.579028515
E2F2	0.52352591	2.336124554	-0.598905114	-0.932855358	-0.069586607	-0.194701126	-0.648770587	-0.702309501	0.28747783
E2F3	0.099806702	-1.886653208	0.087559903	0.626800249	1.330797852	-0.133538433	-0.158029097	1.069161007	-1.035904975
E2F4	0.608442247	-0.917823199	-0.293641488	-1.338326133	0.886624214	-0.760037785	0.75072592	1.631249791	-0.567213566
E2F5	0.179160088	1.314110113	-0.114503468	-0.626654357	1.681662445	-0.3251929	-0.498993383	0.018943712	-1.628532248
E2F6	0.329463883	-2.344339097	0.410201161	0.942997926	0.829098037	-0.022891444	-0.661549682	0.456988421	0.060030795
E2F7	-0.563251797	0.067006364	1.331349245	-0.198369154	1.071439906	0.374605012	0.577772895	-0.736553745	-1.923998727
E2F8	0.386214248	2.016330179	-0.639321535	-0.396554208	0.642187694	0.199178887	-0.734388537	-1.492482934	0.018836207
E4F1	-0.189700765	-1.143026725	2.159328111	-1.226108672	0.266659708	-0.222548599	0.492503471	0.17523877	-0.3123453
EAF1	-0.794593312	-0.933826041	-0.809132499	0.496334599	0.868751972	-0.564189882	0.010977281	-0.368705653	2.094383534
EAF2	1.309767731	1.117120322	-1.990270151	-0.088735948	0.48124783	0.310044763	-0.81049846	-0.044229	-0.284447087
EAPP	0.305282934	0.614059563	-0.382541226	-0.165572305	-1.006398424	-1.326903189	2.121812467	-0.263751391	0.10401157
EARS2	0.574826932	0.460942354	0.328196634	-1.458190816	0.383939172	0.354304142	0.746574084	0.613498105	-2.004090606
EBAG9	0.0429323	-1.81680626	-0.985881304	-0.329111922	0.856296764	-0.283231333	1.058356982	1.286144561	0.171300212
EBF1	-1.531814799	0.868668266	1.128125703	0.004146271	-0.091961661	-0.922663216	1.403684604	-0.891660609	0.03347544
EBF3	-1.342331233	-0.171884701	1.278012949	0.508324822	0.064417778	0.193084222	0.196356501	1.039397175	-1.765377512
EBF4	0.247427788	2.285676386	0.382480256	-0.040639124	-1.336544679	-0.149627675	-0.192929492	-0.65054094	-0.545302519
EBLN2	0.744297526	0.656753465	-0.645377304	-0.0096895	1.651241447	-0.441485133	-0.248457386	0.184973866	-1.892256982
EBLN3P	-0.732139276	2.164902052	-0.552298239	0.825418092	-0.47420133	0.450846008	-1.012727588	-0.572345422	-0.097454298
EBNA1BP2	-0.237495715	-1.591727508	-0.856472168	-0.352278517	1.659973551	-0.584230898	0.631163017	0.958176039	0.372892199
EBP	-0.160669487	0.461964239	0.27890708	1.423909631	-0.310190548	0.112026516	-1.849481777	-1.009049974	1.052584321
EBPL	0.724563855	1.560156588	-1.086458314	-0.526945874	1.102023384	-0.896525181	-0.989067389	0.594683529	-0.482430598
ECD	-0.357635663	-2.173220443	0.529293148	1.246788571	0.52680281	-0.246835055	0.931527364	-0.183151019	-0.273569714
ECE1	0.155741454	2.025483178	0.708793789	-1.290802269	0.545981451	-0.482130819	-0.21375421	-0.527028912	-0.922283663
ECH1	0.316927668	1.599526715	-0.297895945	0.042436885	-1.253643956	0.165028457	-0.869541766	-1.045449012	1.342610956
ECHDC1	0.27464923	-2.21821788	0.609949052	1.08504871	0.761028849	-0.580548721	0.620519156	-0.25530523	-0.297123166
ECHS1	0.385527872	-2.284313211	-0.455093601	0.649420181	1.213698295	0.356353328	-0.457014214	0.194168041	0.397253309
ECI1	0.23998128	2.117082374	0.148251165	-1.081866928	0.626913194	-0.419539578	-0.069814847	-1.268190797	-0.292815863
ECI2	0.497709396	1.994433486	-0.40879834	-0.635039423	0.963612077	0.043397392	-0.75180732	-1.210581555	-0.492925713
ECM1	1.136900191	1.196328269	-1.943002221	-0.554457304	0.536376848	0.269928391	-0.610318847	-0.49547194	0.463716613
ECPAS	-0.369969982	-0.839466597	-0.71866839	-0.322180068	-0.177437017	0.100108226	0.099301361	2.52909073	-0.300778262
ECSIT	-0.196316519	1.536466935	0.007250276	-0.641536898	-0.788233108	-0.790583743	1.755087986	0.045429238	-0.927564166
ECT2	1.005197529	-0.959399595	0.442189486	-0.040600474	-0.520155238	1.308998542	-0.064048601	0.678188538	-1.850370188
EDC3	-0.854103572	-1.344782208	0.699592038	-0.223215751	0.383693661	-0.938679258	1.945319995	0.331970042	0.000205053
EDC4	-0.789396983	-1.961324851	-0.186214589	0.634470067	0.313574298	0.285190503	0.179419174	-0.165020338	1.689302719
EDEM1	0.740841255	-1.611889528	1.026538062	0.626383066	0.046557586	0.692037766	-1.666422703	0.335779824	-0.189825329
EDEM2	1.410027181	1.412736747	-0.136349133	-0.323546627	-0.716462724	0.784345573	-1.012214274	-1.31487011	-0.103666633
EDEM3	1.256194136	1.203352306	0.833533357	-0.566068475	0.524075056	-0.087117851	-1.157011057	-0.601079537	-1.405877934
EDF1	0.693894359	-0.036895805	-2.167805927	-0.15191505	0.324762627	-0.662893533	-0.070489253	0.812521996	1.258820587
EDN1	-0.123553492	-1.755710688	-0.845168251	0.114200178	1.855711448	-0.286944535	0.758147151	0.271927311	0.011390878
